tactics_problem_id	rating	rd	attempt_count	average_seconds	move_count	fen	count	Duplicate with	FULL	tags	Problem ID	Cluster
43678	1739.0	45.05	49986.0	89.0	5.0	https://lichess.org/analysis/8/8/k1P4p/8/K7/8/8/8_b_-_-	2342		 1. ... h5 2. Kb4 Kb6 3. Kc4 h4 4. Kd5 Kc7 5. Ke4 h3 6. Kf3	Pawn Promotion	43678.0	10.0
466637	943.0	44.64	54314.0	53.0	2.0	https://lichess.org/analysis/8/8/1n1p4/2pPp1kp/2B1Pp2/1PK2P1P/8/8_w_-_-	2342		 35. Kd3 Kh4 36. Ba6 Kxh3	Pawn Promotion	466637.0	16.0
27400	1398.0	45.03	63889.0	40.0	2.0	https://lichess.org/analysis/r2q1rk1/pp3ppp/2npB3/6N1/3p2n1/5N2/P1P1QPPP/R3K2R_b_KQ_-	2341		 12. ... fxe6 13. Qxe6+ Kh8 14. Qxg4	Fork / Double Attack	27400.0	6.0
39218	1117.0	46.37	65278.0	55.0	2.0	https://lichess.org/analysis/r3k2r/pp3ppp/1q2pn2/b1p5/2PP4/P1N1PN2/1PQ3PP/R3K2R_w_KQkq_-	2341		 18. Qd3 Qxb2 19. O-O Qxc3	Hanging Piece	39218.0	7.0
39965	1756.0	44.9	46593.0	74.0	2.0	https://lichess.org/analysis/2q1r2k/p6p/2r1Nnp1/1p6/1P6/PQ2R1PP/4RP1K/8_b_-_-	2341		 36. ... Rc1 37. Qb2 Rxe6 38. Rxe6	Fork / Double Attack	39965.0	10.0
48109	616.0	41.23	31626.0	45.0	2.0	https://lichess.org/analysis/4r1k1/p4ppp/6n1/2Pb3R/4P3/4R1K1/2Pr2PP/B7_w_-_-	2341		 37. Rxd5 Rxd5 38. exd5 Rxe3+			0.0
154625	1411.0	45.21	60653.0	76.0	3.0	https://lichess.org/analysis/7k/p7/Pp3p1p/2p2P1p/2P1PKn1/1r4P1/1P6/7R_w_-_-	2341		 40. Rxh5 Ne5 41. Rxh6+ Kg7 42. Rg6+ Kf7	Basic Checkmates	154625.0	6.0
155041	818.0	43.62	48498.0	41.0	2.0	https://lichess.org/analysis/7k/Q6p/p4b1p/3q4/2p5/4N3/Pr4P1/5R1K_b_-_-	2341		 35. ... Bd4 36. Rf8+ Qg8 37. Qxd4#	Mate in 2	155041.0	13.0
28481	418.0	40.84	31361.0	47.0	2.0	https://lichess.org/analysis/r1b5/ppp1k1p1/3p3p/3Bp3/4P2q/3PPr1P/PPP1Q3/R3K2R_w_KQ_-	2340		 17. Kd2 Rf2 18. Raf1 Rxe2+	Pin	28481.0	3.0
57481	751.0	43.2	42555.0	60.0	2.0	https://lichess.org/analysis/2kr3r/ppp3p1/1b2p3/1P2N2b/2pNnn2/2P2P2/P1R4K/3Q1R2_w_-_-	2340		 25. Qc1 Bxf3+ 26. Kg1 Rh1#	Mate in 2	57481.0	13.0
64164	1053.0	45.96	60217.0	57.0	2.0	https://lichess.org/analysis/rnb4r/pp1pkppp/1q1N4/3QP3/8/8/PPP1KbPP/R1B4R_b_-_-	2340		 11. ... Rf8 12. Bg5+ f6 13. exf6+	Mate in 3+	64164.0	10.0
114517	718.0	41.42	36728.0	44.0	3.0	https://lichess.org/analysis/1rbq1r1k/1p1p1ppB/p1p5/3Pp3/2Pb4/7Q/PP1P1PPP/R1B2RK1_b_-_-	2340		 14. ... Qf6 15. Bg6+ Qh4 16. Qxh4+ Kg8 17. Qh7#	Mate in 3+	114517.0	13.0
153368	1644.0	45.04	47775.0	52.0	4.0	https://lichess.org/analysis/2r5/q7/p2p1pk1/1p1Np1nr/2P1Pp1Q/1P3P2/P6P/2RR3K_w_-_-	2340		 37. Qg4 Rxh2+ 38. Kxh2 Qf2+ 39. Kh1 Rh8+ 40. Qh5+ Rxh5#	Mate in 3+	153368.0	10.0
183495	1266.0	45.79	65358.0	71.0	3.0	https://lichess.org/analysis/Q1b2rk1/p5pp/1ppppq2/4n3/1P4Pb/P1pBB2P/2P1KP2/R4R2_w_-_-	2340		 18. Qxa7 Qf3+ 19. Ke1 Qxe3+ 20. Be2 Qd2#	Mate in 3+	183495.0	7.0
33341	680.0	44.52	31669.0	55.0	1.0	https://lichess.org/analysis/1qr3k1/1p4b1/p2p1p2/3P3p/3BPP1P/3Q1K2/8/6R1_b_-_-	2339		 50. ... Kf7 51. e5			0.0
58542	695.0	41.47	35456.0	37.0	1.0	https://lichess.org/analysis/7r/7p/5R1R/p5r1/P5P1/6kP/1PP5/6K1_b_-_-	2339		 41. ... Rg6 42. Rfxg6			0.0
130461	794.0	42.03	34423.0	51.0	2.0	https://lichess.org/analysis/6k1/1b3rp1/3Q3p/4P3/8/p5P1/Pr3p1P/R5K1_w_-_-	2339		 41. Kf1 Bg2+ 42. Kxg2 f1=Q#	Mate in 2	130461.0	13.0
57456	637.0	41.43	30020.0	23.0	2.0	https://lichess.org/analysis/2k1r2r/ppq3pp/5p1n/2p1b3/2Pp4/1PB1P1PN/P3Q2P/RN3RK1_w_-_-	2338		 20. exd4 Bxd4+ 21. Bxd4 Rxe2	Discovered Attack	57456.0	13.0
63084	1040.0	45.19	58752.0	80.0	2.0	https://lichess.org/analysis/1r3k2/1p5p/p2N2p1/4R3/1n6/P7/3B2PP/6K1_b_-_-	2338		 31. ... Nc2 32. Bh6+ Kg8 33. Re7	Mate in 3+	63084.0	15.0
113619	579.0	41.67	29142.0	28.0	1.0	https://lichess.org/analysis/r5k1/pp3pp1/3p3p/2p2P2/2B2B2/1P3Q2/P1q3PP/b5K1_w_-_-	2338		 19. Qxb7 Bd4+	Mate in 2	113619.0	2.0
165872	617.0	41.77	39730.0	23.0	1.0	https://lichess.org/analysis/r2qk3/p2prp1Q/1pn5/8/8/8/PP3PPP/3R1RK1_b_-_-	2338		 22. ... f6 23. Qg8#	Mate in 1	165872.0	13.0
36739	409.0	41.33	24834.0	28.0	1.0	https://lichess.org/analysis/Qn1qk2r/p2R2bp/bpn1Pp2/2p5/4PP2/2N5/PPP1N1BP/2K4R_b_k_-	2337		 16. ... Qxd7 17. exd7+	Hanging Piece	36739.0	3.0
38083	554.0	41.14	26831.0	47.0	2.0	https://lichess.org/analysis/2kr2r1/pp3b2/2p1p3/3p4/2n2q2/2N1R2P/PPP2P2/1K1BQ2R_w_-_-	2337		 27. Rf3 Nd2+ 28. Ka1 Nxf3	Fork / Double Attack	38083.0	3.0
48203	1015.0	44.96	61745.0	79.0	4.0	https://lichess.org/analysis/N1k2bnr/pbB1p1pp/1pn2p2/q2P4/6P1/2N5/PPP1BP1P/R2QK2R_b_KQ_-	2337		 14. ... Bxa8 15. dxc6 Qd5 16. Qxd5 Kxc7 17. Qd7+ Kb8 18. Qd8#	Mate in 3+	48203.0	15.0
118827	1849.0	45.06	38245.0	21.0	2.0	https://lichess.org/analysis/rnbq1k1r/pp2nppp/3N4/3B4/8/2P2Q2/P1P2PPP/R1B1K2R_b_KQ_-	2337		 12. ... f6 13. Qxf6+ gxf6 14. Bh6#	Basic Checkmates	118827.0	10.0
122854	1884.0	44.98	46993.0	94.0	2.0	https://lichess.org/analysis/rn1qk2r/5ppp/p3b3/2bN4/P5n1/2P1P3/6PP/RNBQKB1R_w_KQkq_-	2337		 12. e4 Nf2 13. Qh5 Nxh1	Fork / Double Attack	122854.0	10.0
123536	770.0	42.92	38298.0	68.0	2.0	https://lichess.org/analysis/r3k1nr/p1q2p1p/2p3p1/2Ppbb2/Q7/2N1P2P/PB2BPP1/R3K2R_b_KQkq_-	2337		 14. ... Rb8 15. Nxd5 Qd7 16. Bxe5	Fork / Double Attack	123536.0	13.0
136517	1036.0	43.97	49055.0	62.0	2.0	https://lichess.org/analysis/5k2/1rnn4/5pp1/B1pPp2p/2P1P3/3B3P/1p4PK/3R4_w_-_-	2337		 48. Bc3 Rb3 49. Bxb2 Rxb2	Trapped Piece	136517.0	12.0
412317	1206.0	45.66	59855.0	57.0	5.0	https://lichess.org/analysis/4kq1r/pbp3p1/1p1ppn1r/5p2/1PPP1Pp1/P1Q1P1P1/3NBR1P/4R1K1_w_-_-	2337		 24. a4 Rxh2 25. Rxh2 Rxh2 26. Kxh2 Qh8+ 27. Kg1 Qh1+ 28. Kf2 Qg2#	Attacking Castled King	412317.0	5.0
31373	1851.0	44.95	39986.0	82.0	3.0	https://lichess.org/analysis/5kr1/5p1p/Pb3q2/1b2N3/3p1n2/1B4N1/PP3PP1/3QR1K1_w_-_-_0_1	2336		 30. Bc4 Rxg3 31. fxg3 d3+ 32. Kh2 Qh6+	Exchange Sacrifice	31373.0	10.0
33317	413.0	40.29	24246.0	47.0	2.0	https://lichess.org/analysis/2r1q3/R1n2p2/2Np3p/1p1PPBpk/5nP1/5P1P/1Q6/6K1_b_-_g3	2336		 40. ... Kh4 41. Qf2+ Kxh3 42. Qh2#	Mate in 2	33317.0	3.0
36374	1726.0	45.1	42137.0	36.0	2.0	https://lichess.org/analysis/r1bq1rk1/ppp1bp1n/2np3Q/3R4/2B5/2N2N2/PPP2PPP/2K1R3_b_-_-	2336		 13. ... Ne5 14. Rexe5 dxe5 15. Rxd8	Fork / Double Attack	36374.0	10.0
44945	653.0	71.94	30677.0	32.0	2.0	https://lichess.org/analysis/2kr1b1r/ppB2pp1/1q2p1n1/1N4P1/1nBPp1Qp/7P/PPP2P2/R4RK1_b_-_-	2336		 15. ... Qc6 16. Nxa7+ Kxc7 17. Nxc6	Fork / Double Attack	44945.0	3.0
55690	400.0	41.14	21350.0	21.0	1.0	https://lichess.org/analysis/1r3k2/2R4R/6p1/p7/8/1P6/r5PP/6K1_b_-_-	2336		 29. ... a4 30. Rh8#	Mate in 1	55690.0	2.0
130009	642.0	42.03	36223.0	53.0	3.0	https://lichess.org/analysis/5r2/5pkp/R3p1p1/p2p4/Q1nP4/P3PP2/Nq4PP/5RK1_w_-_-	2336		 25. Nc1 Nxe3 26. Qc2 Qxc2 27. Ne2 Qxe2	Mating Net	130009.0	13.0
134987	903.0	44.39	58948.0	51.0	3.0	https://lichess.org/analysis/r4rk1/pb2npb1/4p1pp/qN1p4/4PB2/3B1Q2/PP3PPP/3R1RK1_w_-_-	2336		 15. a3 dxe4 16. Bxe4 Bxe4 17. Qxe4 Qxb5	Fork / Double Attack	134987.0	5.0
349303	813.0	43.47	46222.0	47.0	2.0	https://lichess.org/analysis/4rr1k/5p1p/2p2qp1/pp2N3/8/1P1P2Pb/P2Q1P2/2R1R1K1_w_-_-	2336		 23. d4 Rxe5 24. Rxe5 Qf3	Remove the Defender	349303.0	16.0
53935	1592.0	45.0	50920.0	50.0	2.0	https://lichess.org/analysis/8/1R6/3pB1p1/1N1P3p/1p2k3/3n4/1r2K3/8_w_-_-	2335		 50. Kd1 Ke3 51. Nxd6 Rd2#	Basic Checkmates	53935.0	10.0
61336	1593.0	45.08	51604.0	55.0	3.0	https://lichess.org/analysis/2kr1bnr/pppn2pp/4bq2/3pN3/3P1B2/2N5/PPP1B1PP/R2Q1RK1_b_-_-	2335		 10. ... g5 11. Nxd7 Bxd7 12. Be5 Qh6 13. Bxh8	Sacrifice	61336.0	10.0
87755	563.0	41.01	28184.0	20.0	1.0	https://lichess.org/analysis/r3k3/1pqbb1p1/2np3p/1Bp2p2/p6N/P2P4/1PP1QPPP/2KRR3_b_q_-	2335		 19. ... Nd4 20. Qxe7#	Mate in 1	87755.0	2.0
89246	853.0	43.55	49943.0	54.0	2.0	https://lichess.org/analysis/3r3r/1Qpknppp/p3p3/2q3P1/2P1BP2/P7/7P/3RR2K_b_-_-	2335		 28. ... Ke8 29. Rxd8+ Kxd8 30. Rd1+	Mate in 3+	89246.0	15.0
115906	1439.0	45.4	60801.0	77.0	2.0	https://lichess.org/analysis/rn1kr3/ppp3Q1/3q1n1B/3pN3/1P1P2b1/8/PP2BPPP/R3K2R_b_KQ_-	2335		 15. ... Qxb4+ 16. Bd2 Qe7 17. Qxe7+	Hanging Piece	115906.0	7.0
122030	1210.0	45.24	64254.0	76.0	3.0	https://lichess.org/analysis/rnbb1rk1/2p2ppp/p4n2/1p2N3/2B1P3/4BP2/PPP3PP/RN2K2R_w_KQ_b6	2335		 10. Bd5 Nxd5 11. exd5 Re8 12. f4 f6	Hanging Piece	122030.0	7.0
133044	1596.0	45.0	49838.0	28.0	2.0	https://lichess.org/analysis/5rk1/1b2q3/p1p2n1Q/3p2p1/1P2p1R1/2B1P3/1PB3PP/6K1_b_-_-	2335		 28. ... Nxg4 29. Qg6+ Qg7 30. Qxg7#	Basic Checkmates	133044.0	10.0
183569	630.0	40.85	23598.0	30.0	1.0	https://lichess.org/analysis/2r3k1/p3ppbp/6p1/Bp1q4/3Pb3/P1P1PN2/3K1PPP/3QR3_w_-_-	2335		 22. Ke2 Qc4+	Vulnerable King	183569.0	13.0
49130	673.0	42.06	34502.0	45.0	2.0	https://lichess.org/analysis/r2q1rk1/3p1ppp/p2b2n1/1ppP4/Qn6/P1N1PN2/1P3PPP/R1BR2K1_w_-_-	2334		 13. Qb3 c4 14. Qxb4 Bxb4	Trapped Piece	49130.0	2.0
70411	600.0	42.1	33487.0	48.0	1.0	https://lichess.org/analysis/rn2k1nr/p1p1ppbp/bp1p2p1/4P1B1/3P2Q1/2q5/P1P2PPP/1R1K1BNR_b_kq_-	2334		 13. ... Bc4 14. Qc8#	Mate in 1	70411.0	2.0
72263	644.0	41.43	33462.0	57.0	2.0	https://lichess.org/analysis/r3k2r/2q1bpp1/p1n2n1p/1p1pN3/8/1PB4P/PNPPQPP1/4RRK1_b_kq_-	2334		 17. ... O-O 18. Nxc6 Qxc6 19. Qxe7	Decoy / Deflection	72263.0	13.0
136378	697.0	42.48	31678.0	59.0	2.0	https://lichess.org/analysis/3r1r2/pp4kp/4Q1p1/4R2q/8/2PB4/P1P2bPP/R6K_b_-_-	2334		 21. ... Rde8 22. Qd7+ Rf7 23. Qxe8	Remove the Defender	136378.0	13.0
27557	581.0	41.53	29301.0	38.0	1.0	https://lichess.org/analysis/3rnr1k/1b4pp/p1qppp2/1p4B1/4PP2/PBP3Q1/2P3PP/3RR2K_w_-_-	2333		 21. Bxe6 fxg5	Hanging Piece	27557.0	3.0
39156	617.0	42.75	33849.0	59.0	4.0	https://lichess.org/analysis/7k/3b4/p7/8/2K5/2p5/8/r1B2R2_b_-_-	2333		 1. ... Bb5+ 2. Kxc3 Bxf1 3. Bb2 Rb1 4. Kc2+ Rxb2+ 5. Kxb2	Endgame Tactics	39156.0	2.0
48728	1677.0	45.02	52636.0	73.0	3.0	https://lichess.org/analysis/1r2r3/2p2p2/1bkp2q1/1p3R1p/1P1PP1p1/2P3P1/1B5P/R4QK1_b_-_-	2333		 27. ... Rxe4 28. Qxb5+ Kb7 29. Qd5+ Kc8 30. Qxe4	Vulnerable King	48728.0	6.0
69392	406.0	40.88	33072.0	46.0	3.0	https://lichess.org/analysis/r1bq1rk1/2p2p1p/n2p2pQ/p7/1p6/P1pPB3/B1P2PPP/R3R1K1_b_-_-	2333		 18. ... bxa3 19. Bd4 Qf6 20. Bxf6 Be6 21. Qg7#	Mate in 3+	69392.0	2.0
82556	1739.0	45.03	49370.0	32.0	1.0	https://lichess.org/analysis/r3kb2/ppp4r/2n3p1/1N1p1bqp/3P4/1Q2PP2/PPP3PP/R4RK1_w_q_-	2333		 16. Nxc7+ Rxc7	Hanging Piece	82556.0	10.0
30185	1518.0	45.1	52695.0	61.0	3.0	https://lichess.org/analysis/8/8/8/6p1/6qk/2Q3b1/8/6RK_w_-_-	2332		 60. Rg2 Qh3+ 61. Kg1 Bf2+ 62. Rxf2 Qxc3	Sacrifice	30185.0	10.0
60240	726.0	42.53	45259.0	45.0	3.0	https://lichess.org/analysis/r2k3r/pbpp2pp/1p4q1/n3P3/Q2N4/6P1/PB3P1P/R2R2K1_b_-_-	2332		 19. ... Qe4 20. Ne6+ Kc8 21. Qxd7+ Kb8 22. Qxc7#	Mate in 3+	60240.0	13.0
170600	583.0	40.87	31628.0	21.0	1.0	https://lichess.org/analysis/r4rk1/ppp2ppp/2Nbb3/1B1p4/3Pn2q/2N5/PP2QPPP/R1B2RK1_w_-_-	2332		 12. Bg5 Qxh2#	Mate in 1	170600.0	13.0
41174	558.0	41.31	30969.0	54.0	2.0	https://lichess.org/analysis/r1bqnrk1/ppp2p2/7p/3nP3/2P5/3B1N2/PP4PP/R2Q1RK1_b_-_c3	2331		 18. ... Ne3 19. Bh7+ Kxh7 20. Qxd8	Discovered Attack	41174.0	13.0
58958	413.0	40.86	30156.0	19.0	2.0	https://lichess.org/analysis/1rb2br1/2ppk1pp/p7/np2q3/4PP2/8/PPPP2PP/RNBQ1RK1_b_-_f3	2331		 11. ... Qxe4 12. Re1 Qxe1+ 13. Qxe1+	Pin	58958.0	13.0
105524	1263.0	46.03	62013.0	62.0	2.0	https://lichess.org/analysis/r1b1kb1r/pppp1ppp/2n5/4p2n/2B1P3/2NPBNP1/PqPQ1P1P/R3K2R_w_KQkq_-	2331		 9. Qc1 Qxc3+ 10. Bd2 Qa3	Hanging Piece	105524.0	7.0
44398	1806.0	44.98	53627.0	90.0	4.0	https://lichess.org/analysis/rnb1k1nr/pp1p3p/2p2pp1/q7/1b2P1Q1/1Pp5/P4PPP/RNB1KBNR_w_KQkq_-	2330		 9. a4 c2+ 10. Nd2 Bc3 11. Ra2 Bxd2+ 12. Bxd2 c1=Q+	Decoy / Deflection	44398.0	6.0
57455	1789.0	44.86	44157.0	48.0	1.0	https://lichess.org/analysis/rnb1kbnr/p4pp1/3q4/2pNp2p/7P/2NBPP2/PPPB2P1/R2Q1K1R_b_kq_-	2330		 12. ... Be6 13. Nb5	Fork / Double Attack	57455.0	10.0
79444	800.0	43.96	49137.0	73.0	5.0	https://lichess.org/analysis/r2k2r1/1ppq1p1p/1p1p4/3P2pn/4Rp1P/2B5/PP2Q1P1/4R1K1_b_-_-	2330		 27. ... Ng3 28. Bf6+ Kc8 29. Re8+ Rxe8 30. Qxe8+ Qxe8 31. Rxe8+ Kd7 32. Rxa8	Skewer	79444.0	15.0
146471	666.0	42.16	42677.0	35.0	3.0	https://lichess.org/analysis/2rq2k1/2p3r1/p3Q3/1p1pR3/3P3P/2P5/PP1N3K/8_b_-_-	2330		 47. ... Kf8 48. Rf5+ Qf6 49. Rxf6+ Rf7 50. Qxf7#	Mate in 3+	146471.0	13.0
29197	1702.0	44.92	45262.0	54.0	1.0	https://lichess.org/analysis/r3r1k1/ppp2ppp/3b1q2/8/2BP2b1/PQ2RNPn/1BP2P1P/R6K_w_-_-	2329		 21. Bf1 Rxe3	Fork / Double Attack	29197.0	10.0
34249	1906.0	44.98	41428.0	34.0	1.0	https://lichess.org/analysis/3r2k1/p4n1p/4r1p1/8/5Q2/7P/P2B1PP1/3K4_w_-_-	2329		 42. Kc2 Re2	Pin	34249.0	10.0
36622	1767.0	44.89	50186.0	89.0	2.0	https://lichess.org/analysis/8/3Rkpn1/2r1pNp1/p3P2p/1p3P2/1P4PP/P7/6K1_b_-_-	2329		 32. ... Kf8 33. Rd8+ Ke7 34. Rg8	Mating Net	36622.0	6.0
36750	622.0	43.1	40230.0	120.0	6.0	https://lichess.org/analysis/4Qnk1/2q1b1p1/p1p1p1P1/1p2p3/4P3/P3BP2/1PP5/2K5_b_-_-	2329		 24. ... Qd7 25. Qf7+ Kh8 26. Bh6 Bg5+ 27. Bxg5 Qxf7 28. gxf7 Kh7 29. Be7 Kg6 30. Bxf8			0.0
39887	995.0	45.58	51431.0	72.0	2.0	https://lichess.org/analysis/6k1/1prb1q2/4pbp1/5p2/8/5BN1/Q4PP1/4R1K1_w_-_-	2329		 42. Bxb7 Rxb7 43. Qa8+ Be8	Hanging Piece	39887.0	15.0
50699	1643.0	45.04	53345.0	100.0	4.0	https://lichess.org/analysis/5r1k/1p2rq2/p1p1p2p/P3Q1R1/3P4/5PR1/6P1/6K1_b_-_-	2329		 42. ... Qf6 43. Rg8+ Kh7 44. Qe4+ Qf5 45. Rxf8 Qxe4 46. fxe4	Mating Net	50699.0	6.0
66959	1613.0	45.02	56088.0	68.0	3.0	https://lichess.org/analysis/8/5p1k/Qp1r1P1p/2p3p1/6P1/3r1K1P/PP6/2R5_w_-_-	2329		 39. Ke4 R6d4+ 40. Kf5 Rf3+ 41. Ke5 Re3+	Basic Checkmates	66959.0	6.0
75046	564.0	40.44	31017.0	28.0	1.0	https://lichess.org/analysis/3rr1k1/p1p2ppp/1p6/3P4/3q4/1PN5/n1PB4/2K2R1Q_w_-_-	2329		 26. Nxa2 Qa1#	Mate in 1	75046.0	13.0
146847	646.0	41.43	32793.0	31.0	2.0	https://lichess.org/analysis/7b/n1BN3p/k4p2/P1K2Pp1/4p1P1/7P/8/8_w_-_-	2329		 54. Kd4 Nb5+ 55. Kxe4 Nxc7	Fork / Double Attack	146847.0	13.0
176360	1644.0	45.08	48057.0	41.0	2.0	https://lichess.org/analysis/5rk1/1q1r1ppp/p3p3/1p6/1n1bQP2/2N3P1/PP1B3P/3RR1K1_w_-_-	2329		 24. Be3 Qxe4 25. Nxe4 Bxe3+	Decoy / Deflection	176360.0	10.0
40155	1725.0	44.99	44242.0	52.0	2.0	https://lichess.org/analysis/4r2k/pp2rpp1/7p/8/3b4/4BQ2/qP3PPP/1R3RK1_w_-_-	2328		 24. b3 Rxe3 25. fxe3 Rxe3	Attacking Castled King	40155.0	10.0
145888	858.0	44.16	51681.0	59.0	4.0	https://lichess.org/analysis/r3kr2/ppp3pp/3P4/4p2q/2BBp1n1/2N3P1/PPP2PQ1/R5K1_w_q_-	2328		 16. Qxe4 Qh2+ 17. Kf1 Rxf2+ 18. Ke1 Qg1+ 19. Bf1 Qxf1#	Mate in 3+	145888.0	15.0
168055	1504.0	45.22	61787.0	104.0	5.0	https://lichess.org/analysis/r2r1bk1/qb3B1p/pp2pn2/4N2Q/3P4/1P6/P4PPP/R4RK1_b_-_-	2328		 21. ... Kg7 22. Qg5+ Kh8 23. Qxf6+ Bg7 24. Ng6+ hxg6 25. Qh4+ Bh6 26. Qxh6#	Attacking f7/f2	168055.0	6.0
43991	736.0	43.15	38508.0	97.0	2.0	https://lichess.org/analysis/r3r1k1/1p3p1p/p4Qp1/2BP4/P4PP1/5nKP/4q3/R4R2_b_-_-	2327		 28. ... Qd3 29. Rxf3 Qxd5 30. Bd4			0.0
49891	1458.0	45.07	50978.0	25.0	1.0	https://lichess.org/analysis/r1b2kQ1/pp1nNp2/1q1p4/8/4P1n1/1BN5/PPP5/2KR3r_b_-_-	2327		 22. ... Kxe7 23. Nd5+	Mating Net	49891.0	10.0
62415	1121.0	46.46	65580.0	66.0	2.0	https://lichess.org/analysis/3r1rk1/1p1bb1pp/pnq1p3/2p1N1Nn/2P2B2/1P1BQ2P/P4PP1/3RR1K1_b_-_-	2327		 22. ... Qc8 23. Bxh7+ Kh8 24. Ng6#	Attacking Castled King	62415.0	7.0
107031	662.0	41.77	28839.0	37.0	1.0	https://lichess.org/analysis/r3k2r/ppp1npbp/2n3p1/1Q1p4/3P2b1/P3P1N1/1Pq2PPP/R1B1KB1R_w_KQkq_-	2327		 12. Bd3 Qd1#	Mate in 1	107031.0	2.0
162092	905.0	44.91	57242.0	56.0	3.0	https://lichess.org/analysis/7r/k2n1ppp/4p3/8/3r4/5B1P/P4PP1/1RR3K1_b_-_-	2327		 24. ... Rb8 25. Rc7+ Ka6 26. Be2+ Ka5 27. Ra7#	Mate in 3+	162092.0	15.0
162762	1752.0	45.01	46921.0	57.0	3.0	https://lichess.org/analysis/rn5r/1p3pk1/p2p1N2/2pP3p/2P1PQb1/4K1Pq/PP2N3/5R2_b_-_-	2327		 28. ... Bxe2 29. Ne8+ Rxe8 30. Qxf7+ Kh8 31. Qxe8+	Mate in 3+	162762.0	10.0
35682	1791.0	44.86	39623.0	101.0	5.0	https://lichess.org/analysis/2kr1b1r/ppp3pp/6b1/5pN1/1P3qP1/P2P1N1P/4QP2/R3R1K1_b_-_-	2326		 20. ... Re8 21. Qxe8+ Bxe8 22. Rxe8+ Kd7 23. Rd8+ Kxd8 24. Ne6+ Kd7 25. Nxf4	Queen Sacrifice	35682.0	10.0
62510	662.0	41.42	31959.0	63.0	2.0	https://lichess.org/analysis/8/4k3/r1q1ppr1/p1b1Q3/2p4P/1pN3P1/1P1B1P2/R4RK1_w_-_-	2326		 28. Qh5 Rxg3+ 29. Kh2 Qg2#	Mate in 2	62510.0	13.0
64964	1652.0	45.11	43850.0	31.0	1.0	https://lichess.org/analysis/4rrk1/1p1b2bp/1qpp2p1/pP1Ppp2/P3P3/2N2NP1/5P1P/1R1Q1RK1_b_-_-	2326		 18. ... fxe4 19. bxc6	Discovered Attack	64964.0	10.0
71360	617.0	42.98	27515.0	46.0	1.0	https://lichess.org/analysis/3r2k1/1p3p2/pb5p/5Qp1/1P3P2/P1P2RPK/7r/R1B3q1_w_-_-	2326		 30. Kg4 Rh4#	Mate in 1	71360.0	13.0
73973	922.0	42.97	47635.0	53.0	3.0	https://lichess.org/analysis/rnbqkb1r/pppp3p/5p1n/4N1p1/2BPPp2/8/PPP3PP/RNBQK2R_b_KQkq_-	2326		 6. ... fxe5 7. Qh5+ Ke7 8. Qxg5+ Kd6 9. Qxe5+	Mate in 3+	73973.0	15.0
75903	1567.0	45.58	34048.0	44.0	2.0	https://lichess.org/analysis/rnQ2b1r/4qk2/2p2npp/1p2P3/p7/2NP4/PPP2PPP/R1B2RK1_b_-_-	2326		 14. ... Bg7 15. exf6 Rxc8 16. fxe7	Fork / Double Attack	75903.0	5.0
84629	614.0	42.55	34135.0	39.0	1.0	https://lichess.org/analysis/3qr1k1/2p2r2/p3b2p/3p2p1/2pP1pP1/2P2QP1/P1B2R1P/5RK1_w_-_-	2326		 27. gxf4 Rxf4			0.0
90318	630.0	90.99	32707.0	44.0	2.0	https://lichess.org/analysis/r2qk2r/pp1n1pp1/4pn1p/2b1N3/3p1B2/2N4P/PPP1QPP1/R3K2R_w_KQkq_-	2326		 13. Na4 Qa5+ 14. Bd2 Qxa4	Fork / Double Attack	90318.0	13.0
168904	868.0	44.25	46611.0	51.0	2.0	https://lichess.org/analysis/r1bq3r/pp2kppp/2n2b2/4pN2/4P3/2N5/PPP2PPP/R2QKB1R_b_KQ_-	2326		 10. ... Ke6 11. Bc4+ Qd5 12. Qxd5#	Mate in 2	168904.0	13.0
73441	1674.0	45.21	44714.0	45.0	2.0	https://lichess.org/analysis/1n6/r2p3p/2pPp2k/2N1B2P/p5P1/Pb4K1/1P6/2R5_b_-_-	2325		 35. ... Na6 36. Kh4 Nxc5 37. g5#	Basic Checkmates	73441.0	10.0
156788	1002.0	43.8	45929.0	38.0	1.0	https://lichess.org/analysis/2krr3/pp6/8/1P1Bn1p1/4Pp1p/2Pp1NbP/P5K1/3R3R_b_-_-	2325		 27. ... Nc4 28. Bxc4	Hanging Piece	156788.0	20.0
160546	1657.0	45.1	46684.0	41.0	4.0	https://lichess.org/analysis/r3k1R1/1ppq1p2/n2p3p/p3pP2/4P3/PB1PP2P/1PP4K/R7_b_q_-	2325		 22. ... Ke7 23. f6+ Kxf6 24. Rf1+ Qf5 25. Rxf5+ Ke7 26. Rxf7#	Attacking f7/f2	160546.0	10.0
178189	423.0	41.23	32078.0	33.0	1.0	https://lichess.org/analysis/r3q1k1/1bpp1ppp/p7/1p1Pb3/3Q4/4B3/PPP2PPP/RN4K1_w_-_-	2325		 15. Qc5 Bxb2	Trapped Piece	178189.0	13.0
179244	577.0	42.89	28688.0	33.0	1.0	https://lichess.org/analysis/2rqkb1r/pp2pppp/5n2/4Nb2/1n1P4/1B6/PP3PPP/RNBQK2R_b_KQk_-	2325		 10. ... b5 11. Bxf7#	Mate in 1	179244.0	1.0
